Year,Stage,Home Team Name,Away Team Name,Home Team Goals,Away Team Goals,Result
2014.0,Group H,Algeria,Russia,1.0,1.0,Draw
2014.0,Round of 16,Brazil,Chile,1.0,1.0,Draw
2014.0,Round of 16,Colombia,Uruguay,2.0,0.0,HomeWin
2014.0,Round of 16,France,Nigeria,2.0,0.0,HomeWin
2014.0,Round of 16,Germany,Algeria,2.0,1.0,HomeWin
2014.0,Quarter-finals,Brazil,Colombia,2.0,1.0,HomeWin
2014.0,Quarter-finals,France,Germany,0.0,1.0,AwayWin
2014.0,Semi-finals,Brazil,Germany,1.0,7.0,AwayWin
2014.0,Play-off for third place,Brazil,Netherlands,0.0,3.0,AwayWin
2014.0,Final,Germany,Argentina,1.0,0.0,HomeWin
2014.0,Semi-finals,Netherlands,Argentina,0.0,0.0,Draw
2014.0,Quarter-finals,Netherlands,Costa Rica,0.0,0.0,Draw
2014.0,Quarter-finals,Argentina,Belgium,1.0,0.0,HomeWin
2014.0,Round of 16,Netherlands,Mexico,2.0,1.0,HomeWin
2014.0,Round of 16,Costa Rica,Greece,1.0,1.0,Draw
2014.0,Round of 16,Argentina,Switzerland,1.0,0.0,HomeWin
2014.0,Round of 16,Belgium,USA,2.0,1.0,HomeWin
2014.0,Round of 16,Brazil,Chile,1.0,1.0,Draw
2014.0,Round of 16,Colombia,Uruguay,2.0,0.0,HomeWin
2014.0,Round of 16,Netherlands,Mexico,2.0,1.0,HomeWin
2014.0,Round of 16,Costa Rica,Greece,1.0,1.0,Draw
2014.0,Round of 16,France,Nigeria,2.0,0.0,HomeWin
2014.0,Round of 16,Germany,Algeria,2.0,1.0,HomeWin
2014.0,Round of 16,Argentina,Switzerland,1.0,0.0,HomeWin
2014.0,Round of 16,Belgium,USA,2.0,1.0,HomeWin
2014.0,Quarter-finals,France,Germany,0.0,1.0,AwayWin
2014.0,Quarter-finals,Brazil,Colombia,2.0,1.0,HomeWin
2014.0,Quarter-finals,Argentina,Belgium,1.0,0.0,HomeWin
2014.0,Quarter-finals,Netherlands,Costa Rica,0.0,0.0,Draw
2014.0,Semi-finals,Brazil,Germany,1.0,7.0,AwayWin
2014.0,Semi-finals,Netherlands,Argentina,0.0,0.0,Draw
2014.0,Play-off for third place,Brazil,Netherlands,0.0,3.0,AwayWin
2014.0,Final,Germany,Argentina,1.0,0.0,HomeWin
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
,,,,,,Draw
